ID,score_tag,agreement,subjectivity,confidence,irony,Happy,Fear,Sad,Bored,Angry,Excited,Class
753,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1182043346,0.197445498,0.1527008226,0.0775267622,0.240108558,0.2140140246,0
754,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0124073961,0.3978765869,0.1927974957,0.0241244226,0.3499740556,0.0228200431,1
755,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0366938947,0.1422364793,0.1544576023,0.0679018799,0.5196641155,0.0790460282,0
756,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.2194999813,0.1551386954,0.1466049025,0.1038233702,0.1857471892,0.1891858613,1
757,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0035314454,0.0306267332,0.0378205249,0.0160047125,0.9051113041,0.00690528,0
758,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1453627401,0.2601599003,0.1525030374,0.0766901291,0.1761395883,0.1891446048,0
759,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0797934867,0.1578689499,0.1963444412,0.1372228479,0.3520331327,0.0767371416,1
760,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.3636198513,0.1169762845,0.0696806071,0.0405866512,0.1360026973,0.2731339085,1
761,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0850282898,0.2455609921,0.0610277733,0.0120288682,0.4266766218,0.1696774548,1
762,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0314051031,0.1233720593,0.1514009086,0.1096226668,0.5440618897,0.0401373725,1
763,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2919071899,0.0686682775,0.0805034158,0.0208232307,0.2521276054,0.2859702806,1
764,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0498089211,0.2254336627,0.2248395133,0.0887614525,0.1905887505,0.2205676999,1
765,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1141447214,0.2117887292,0.2430733215,0.1407412426,0.1678240553,0.12242793,0
766,P+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.1026389942,0.1917479342,0.1907743875,0.1096098676,0.2739044713,0.1313243451,0
767,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0627955197,0.195554695,0.2204477363,0.1757774558,0.2408427131,0.10458188,0
768,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2307605548,0.2441058886,0.1238828834,0.0308689644,0.1390635476,0.2313181612,0
769,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3468176066,0.1114298329,0.0684848671,0.0512796569,0.0838468293,0.3381412072,1
770,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0479314097,0.1223281343,0.3680644765,0.1284864291,0.3017763106,0.0314132399,1
771,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.2296581181,0.0842330004,0.1154432303,0.0589329126,0.3354805812,0.1762521574,1
772,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1282286861,0.2083575584,0.1955219735,0.0663928364,0.1794000296,0.222098916,1
773,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0818272273,0.2832297136,0.2241571634,0.0468304466,0.1861101597,0.1778452895,0
774,P,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0453579703,0.1433654217,0.1674397486,0.1289688028,0.4373791536,0.0774889031,0
775,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3471034163,0.1086221248,0.0630295083,0.1343659474,0.1233433026,0.2235357006,1
776,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0927902716,0.2178514556,0.246158951,0.0266408059,0.3480330211,0.0685254948,1
777,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0429030526,0.2641235389,0.1777298136,0.2566638215,0.1143005034,0.1442792699,0
778,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0295161977,0.1010846436,0.1661086035,0.0288191514,0.6390148947,0.0354565091,1
779,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0253751816,0.1619711776,0.206498635,0.2385301088,0.3122927592,0.0553321378,1
780,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1302031238,0.1124172695,0.3842381628,0.0833218886,0.1847689779,0.1050505774,1
781,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0748853139,0.1861930316,0.2629281741,0.0831055382,0.2722687897,0.1206191524,0
782,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0441113264,0.1612869729,0.2382736383,0.18659169,0.267013091,0.1027232814,0
783,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1321372383,0.1486282692,0.2328025828,0.205980425,0.1482832292,0.1321682556,0
784,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.2760070354,0.1018545234,0.33221475,0.0121927026,0.0811690491,0.1965619395,0
785,N+,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.1406984892,0.2903489957,0.2134027322,0.1270458583,0.0965517084,0.1319522161,0
786,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2619984242,0.071681795,0.1395892251,0.0422499426,0.0773682457,0.4071123673,0
787,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0603430432,0.1686876462,0.164621219,0.2539762857,0.2703099311,0.0820618749,0
788,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0617143575,0.2302651305,0.2187930131,0.0606710805,0.223410569,0.2051458495,0
789,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0425989293,0.1425511945,0.2536227927,0.1044678561,0.4165366253,0.0402226022,0
790,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1990369027,0.1838787236,0.1698666478,0.1049849132,0.1427555479,0.1994772648,0
791,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.3736547777,0.1806631619,0.1457638234,0.0,0.1057926168,0.1941256202,0
792,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0232564757,0.1516879391,0.2719258945,0.0724781993,0.4521612646,0.0284902267,0
793,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0578041529,0.1171444449,0.1275799792,0.1626700821,0.4209575432,0.1138437977,0
794,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1067495706,0.2019177906,0.1382811121,0.1294128394,0.2575247552,0.1661139321,0
795,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1446442738,0.0890042129,0.0760338843,0.0755904115,0.318143967,0.2965832506,0
796,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0500079965,0.3648196206,0.2368813273,0.1189766471,0.1135411415,0.1157732671,0
797,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0523592095,0.0527673321,0.102346928,0.0922726905,0.6740811239,0.026172716,0
798,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0853654741,0.1319581947,0.1317629258,0.0892983622,0.4183555155,0.1432595277,0
799,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0721247486,0.0966606321,0.1104345912,0.0225136585,0.5709173079,0.1273490618,0
800,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.038806353,0.1193640834,0.2232992787,0.1015983062,0.360035786,0.1568961928,0
801,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.189555623,0.179355793,0.2227483805,0.0640267934,0.1691842107,0.1751291994,0
802,P,AGREEMENT,OBJECTIVE,90,IRONIC,0.064417981,0.1320398021,0.1448815344,0.3297211817,0.2338409498,0.095098551,0
803,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0600955368,0.1372296107,0.194341024,0.0780708743,0.3599404831,0.1703224711,0
804,N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.1164273407,0.1973223707,0.1733437618,0.0990553126,0.2765394673,0.137311747,0
805,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0345542046,0.0825206878,0.1424193643,0.2700755345,0.4114527234,0.0589774854,0
806,P+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0341833124,0.1062497167,0.1806981747,0.1855494817,0.4525285138,0.0407908006,0
807,P,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0987214073,0.1087224097,0.0900769199,0.0667938974,0.2911659393,0.3445194265,0
808,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0484723217,0.3974555588,0.1760161624,0.1166624879,0.1440144077,0.1173790614,0
809,P+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0535288928,0.1400432282,0.1996142008,0.2599546025,0.2714967881,0.0753622876,0
810,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1461189699,0.1864578475,0.2426046279,0.0697934304,0.2168354802,0.1381896441,1
811,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1215877901,0.1004743738,0.1272751811,0.1307892053,0.233521715,0.2863517347,1
812,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.4771358803,0.1981460455,0.106654159,0.0,0.0572292897,0.1608346255,0
813,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0800180901,0.1419517422,0.2157605124,0.0952433555,0.3755648913,0.0914614085,0
814,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0155368732,0.4829336861,0.1376380086,0.0281242659,0.2929251219,0.0428420443,0
815,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0979281151,0.1772607319,0.1725807605,0.1424842774,0.2671218168,0.1426242982,0
816,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1649683254,0.2353643173,0.1174322902,0.0823688108,0.136785017,0.2630812393,0
817,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2433431642,0.2237592147,0.1151893396,0.0297199622,0.0542573252,0.3337309941,0
818,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3607102733,0.1183050541,0.3078352351,0.0326405542,0.0388192604,0.1416896229,1
819,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1093772116,0.0918869842,0.1472649519,0.0361305145,0.5254753041,0.0898650337,1
820,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0572095788,0.098367267,0.1192081631,0.0867216053,0.5437328204,0.0947605654,0
821,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0860173495,0.1325901969,0.1995881676,0.2405590973,0.2435877816,0.0976574071,0
822,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1153812275,0.2286147755,0.1392335217,0.0918853146,0.2299994287,0.194885732,0
823,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1300090289,0.2243389204,0.1492196754,0.0842723045,0.1490488826,0.2631111882,1
824,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0200600323,0.1237382943,0.2380484259,0.1975913975,0.3717781042,0.0487837458,1
825,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0431563673,0.2106609097,0.1674791799,0.1271282828,0.3176955657,0.1338796945,0
826,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0521088044,0.2921111406,0.3404657758,0.0411795438,0.1881304567,0.0860042787,0
827,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0704834564,0.1400901379,0.6638945885,0.0,0.0875463854,0.0379854318,1
828,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1194313989,0.0727145452,0.0782353854,0.2625574258,0.3686091936,0.098452051,0
829,N+,AGREEMENT,OBJECTIVE,97,NONIRONIC,0.015401575,0.0990479278,0.0918064215,0.0120501531,0.7574542268,0.0242396959,1
830,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0691626094,0.2165705314,0.5230743787,0.0239466784,0.1026997856,0.0645460166,1
831,N,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.1454219259,0.1163489739,0.1206723941,0.1407928303,0.3544106056,0.1223532701,0
832,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1392934406,0.122123582,0.0791552196,0.0235721941,0.4408744888,0.194981075,1
833,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1437284743,0.310849447,0.0905000047,0.0393482568,0.1115528022,0.3040210151,0
834,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0339445487,0.0811158576,0.1329120379,0.2411137746,0.4587545973,0.0521591839,0
835,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2580262872,0.1754884323,0.1544537999,0.0831995219,0.1440602715,0.1847716872,1
836,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1093439344,0.2435379267,0.2335262077,0.0762013281,0.250189159,0.087201444,0
837,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.130985663,0.1756651412,0.1525024376,0.0508015671,0.3289914244,0.1610537668,1
838,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.026741004,0.1799704161,0.1446844816,0.4989336507,0.0966396038,0.0530308438,1
839,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0803884693,0.1692684881,0.2176529457,0.0800304882,0.3553538688,0.09730574,0
840,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0759771795,0.2107620007,0.1745733737,0.213242514,0.1816979181,0.1437470141,0
841,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.289123239,0.1345886098,0.0442174346,0.0544875214,0.1594538047,0.3181293906,1
842,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0570908591,0.0495579292,0.1106241563,0.0952110119,0.62773464,0.0597814036,1
843,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.2992172452,0.1781937022,0.0573722461,0.0134504093,0.1247227681,0.3270436291,1
844,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0546854185,0.2428314614,0.2181236232,0.0812004274,0.3248634688,0.0782956006,1
845,N,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.0303058059,0.0631558483,0.1209714765,0.1670592762,0.5806332172,0.037874376,0
846,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1123669166,0.3143595929,0.1149165487,0.0822686564,0.2246870306,0.1514012549,1
847,N,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.0724598599,0.1331292947,0.1782611572,0.1834022095,0.3350798705,0.0976676082,0
848,N+,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0099590439,0.3664115138,0.3561700497,0.0296224219,0.216742569,0.0210944017,1
849,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.156670161,0.2132326931,0.1670345803,0.0674250573,0.2570569438,0.1385805645,1
850,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.031665058,0.0992096983,0.2368779721,0.1256350723,0.46550867,0.0411035294,1
851,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.058009788,0.1244051636,0.0913612034,0.0667198289,0.548554537,0.1109494791,1
852,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2141990493,0.1270393109,0.1504509036,0.0636224264,0.1612831854,0.2834051244,0
853,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0433537978,0.1781059,0.182968034,0.1660142268,0.3501204821,0.0794375593,1
854,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0622095754,0.196445654,0.1741957493,0.160723866,0.1762896842,0.230135471,0
855,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0498056506,0.1744377555,0.1718525408,0.1638456207,0.3018096669,0.1382487656,0
856,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0616884202,0.175527058,0.5677404436,0.026568107,0.1178926226,0.0505833486,0
857,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.4743604397,0.0467171466,0.0596988584,0.0606132676,0.1177302241,0.2408800636,1
858,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1215419155,0.1484640727,0.1041785232,0.0881603322,0.3409181154,0.196737041,1
859,N,AGREEMENT,OBJECTIVE,89,NONIRONIC,0.2152243031,0.1219821465,0.3215015297,0.0379451765,0.1375768228,0.1657700214,1
860,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1846532394,0.0981045862,0.1312870807,0.0553318706,0.364129326,0.1664938971,1
861,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1891667058,0.1832289833,0.1831255352,0.0392669712,0.1926093613,0.2126024431,0
862,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2063828991,0.1895512975,0.0839805175,0.0558673799,0.1958899646,0.2683279414,0
863,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0402554473,0.0826439153,0.1498619752,0.2198370607,0.4540853772,0.0533162244,0
864,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1860364682,0.1074921339,0.0850416849,0.2064830921,0.2004807102,0.2144659106,0
865,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1083405865,0.1821229358,0.117425153,0.0581023394,0.3005684232,0.233440562,1
866,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0843831106,0.1247367204,0.1362949458,0.1144900689,0.4549525108,0.0851426434,0
867,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0643594886,0.1960471231,0.338060441,0.0732501856,0.1915389123,0.1367438494,1
868,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.094774437,0.2561865265,0.1532570383,0.1239709679,0.2287509083,0.143060122,0
869,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1105237606,0.1147400419,0.0899253025,0.0142312149,0.5205135737,0.1500661063,1
870,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0731840981,0.2193699938,0.2494296617,0.0513900597,0.283349199,0.1232769877,1
871,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0203782908,0.1175253103,0.24649996,0.2864633558,0.0949316178,0.2342014652,0
872,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0426052099,0.4347136733,0.1223977001,0.0295335603,0.2736961903,0.0970536662,0
873,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0992398084,0.2900912736,0.2111830567,0.1120519888,0.1434241864,0.1440096861,0
874,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1695919465,0.1460982526,0.0931743484,0.0492917322,0.2689817897,0.2728619306,1
875,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0795211478,0.152744128,0.1047431236,0.4087478137,0.1823171761,0.0719266109,1
876,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0469854801,0.2290575486,0.3525615431,0.0960011625,0.2006568275,0.0747374382,0
877,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0925562702,0.1066596753,0.1332739062,0.2992868929,0.2929127579,0.0753104974,0
878,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.054782617,0.2032813685,0.1959090124,0.1549686524,0.285858007,0.1052003428,1
879,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0456586224,0.1668237178,0.2000393224,0.1045737919,0.3735435138,0.1093610318,1
880,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0304336466,0.1617882995,0.1994838627,0.1149048962,0.4181390252,0.0752502698,1
881,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1185404504,0.1284125884,0.2009750405,0.1190039964,0.3258658144,0.1072021099,1
882,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.11457933,0.1647722273,0.1211258293,0.0937484392,0.2623909731,0.2433832011,1
883,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0724789348,0.2836934729,0.2545549686,0.0244632865,0.2231061619,0.1417031752,1
884,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0541846774,0.2440571103,0.2890887667,0.1726069506,0.1421377686,0.0979247263,0
885,N+,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.0495378919,0.080539775,0.0958799882,0.0782833406,0.6466858853,0.0490731191,0
886,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1553865909,0.2007230803,0.1471774812,0.0309851925,0.219555086,0.2461725692,0
887,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0440931084,0.1823805106,0.228874822,0.1773472793,0.260989984,0.1063142956,0
888,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.085170457,0.3942639707,0.1697973547,0.1245609354,0.1223626185,0.1038446637,1
889,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3021895109,0.1475321565,0.086820098,0.0,0.1703807412,0.2930774933,1
890,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0973427357,0.0896453485,0.1008287857,0.1001335908,0.3253430642,0.2867064751,1
891,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1156225449,0.1706656783,0.1279700169,0.0374508948,0.3769472695,0.1713435956,0
892,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0946366251,0.1840001816,0.2005232067,0.0351875401,0.293607133,0.1920453135,1
893,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0765266411,0.1561471318,0.1187353842,0.1334085301,0.3452074716,0.1699748413,0
894,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1096875903,0.1104870958,0.1410571577,0.2127651041,0.3559223034,0.0700807488,1
895,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0637258485,0.1121530272,0.0948466617,0.1148202246,0.5526772744,0.0617769636,1
896,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0654361453,0.06740097,0.0885643162,0.526073567,0.1738036515,0.0787213501,1
897,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1493633808,0.2406997849,0.1222566724,0.1122237449,0.2182525863,0.1572038307,0
898,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1165559121,0.1530698228,0.2547584522,0.0600278666,0.3252450981,0.0903428482,1
899,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.2031619927,0.1589192234,0.2920045323,0.0,0.1469867141,0.1989275375,1
900,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.011102527,0.0996006174,0.2790907454,0.0318061415,0.5604830196,0.0179169491,0
901,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2326964288,0.205459968,0.1188531447,0.0114644658,0.1691331995,0.2623927932,0
902,NEU,DISAGREEMENT,OBJECTIVE,83,NONIRONIC,0.0192150478,0.0473050452,0.0767584388,0.0417394598,0.7839178509,0.0310641575,1
903,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1094940742,0.1778446598,0.1607177362,0.098127847,0.2998262958,0.1539893871,1
904,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0506504488,0.2459665146,0.2154952131,0.2498527376,0.1296176687,0.1084174172,0
905,N+,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.0419799473,0.2699436205,0.2251930609,0.1948564134,0.1364129087,0.1316140493,0
906,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0169015058,0.073861632,0.1376752088,0.1828593905,0.5700039411,0.0186983218,1
907,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2780214003,0.1439878884,0.2128096717,0.0104764524,0.1732679729,0.1814366144,1
908,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.1669516877,0.0755125356,0.1098268794,0.0882436573,0.3538681583,0.2055970818,1
909,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0193094688,0.1575212924,0.2483219943,0.1992667741,0.3218658147,0.0537146557,1
910,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0344727582,0.0900946137,0.1929764428,0.1055689935,0.5462463639,0.030640828,1
911,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1197197362,0.2574543542,0.199244526,0.0664221944,0.1131281219,0.2440310673,0
912,P,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.2305621851,0.1965419805,0.1465030861,0.1218434268,0.1564153891,0.1481339324,1
913,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1737716742,0.1620824076,0.146169263,0.1103870183,0.1992760022,0.2083136346,0
914,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0716747022,0.2003732843,0.1613820048,0.1418506663,0.2873250959,0.1373942464,0
915,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0382177903,0.1034769661,0.2240139251,0.1320021977,0.4693268287,0.032962292,1
916,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0631321265,0.2664919281,0.2506837121,0.1422880265,0.1598996825,0.1175045242,0
917,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3683409554,0.1253194355,0.0327190213,0.0256989854,0.0852613447,0.3626602577,0
918,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0588830489,0.1304081595,0.1336502635,0.1601986909,0.4335584176,0.0833014197,0
919,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1033336425,0.2126267019,0.1895646842,0.123760558,0.2118155826,0.1588988309,0
920,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0346706835,0.0961033216,0.1548689075,0.1190109688,0.5515347014,0.0438114171,0
921,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4238693764,0.2026323556,0.0579346306,0.0666755901,0.0583352196,0.1905528278,1
922,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.033386444,0.0908018784,0.2257467586,0.0673688953,0.5468602339,0.0358357898,0
923,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.165519939,0.2161710308,0.1120353174,0.1262532621,0.1545255387,0.2254949119,0
924,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0598077078,0.1792414869,0.1660012367,0.1561665908,0.3214143133,0.1173686646,0
925,P,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0568717615,0.1985986343,0.1405000267,0.1111983723,0.4269643273,0.065866878,0
926,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0804351266,0.162091663,0.1156893149,0.0841347246,0.4013487415,0.1563004293,0
927,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1177533428,0.255345208,0.2228898385,0.1575497925,0.1546949614,0.0917668568,0
928,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1081914861,0.2489891845,0.1125814704,0.0370377551,0.3220478247,0.1711522792,1
929,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.1872893933,0.2464121643,0.1607776655,0.0645976389,0.1224244763,0.2184986617,1
930,P,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0352422051,0.1376744678,0.2180456193,0.2188499497,0.3016895475,0.0884982106,0
931,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0792498317,0.1950887024,0.1519407465,0.2538796106,0.2191590791,0.1006820296,0
932,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0974960574,0.221747194,0.1825735994,0.1655891681,0.177992781,0.1546012002,0
933,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1096709411,0.2157611078,0.2342828433,0.0608763173,0.3041670694,0.0752417212,0
934,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0897071067,0.2319408916,0.3561647723,0.0439452192,0.1915742932,0.086667717,0
935,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1097042457,0.2856813861,0.1470162699,0.1520569114,0.1266487917,0.1788923952,0
